player1,player2,player2,4x4
player1,player2,player2,3x3
player1,player2,player1,10x3
player1,player2,player1,10x3
player1,player2,player2,3x2
player1,player2,player1,9x1
V1:RANDOM,V1:RANDOM,V1:RANDOM,9x1
player1,V5:Monte,V5:Monte,1x9
player1,V5:Monte,V5:Monte,1x9
player1,V5:Monte,V5:Monte,1x9
V5:Monte,V5:Monte,V5:Monte,1x9
V5:Monte,V5:Monte,V5:Monte,1x9
V5:Monte,V5:Monte,V5:Monte,1x9
V5:Monte,V5:Monte,V5:Monte,1x9
V5:Monte,V5:Monte,V5:Monte,1x9
V5:Monte,V5:Monte,V5:Monte,1x9
V5:Monte,V5:Monte,V5:Monte,1x9
V5:Monte,V5:Monte,V5:Monte,1x9
V5:Monte,V5:Monte,V5:Monte,1x9
V5:Monte,V5:Monte,V5:Monte,1x9
V5:Monte,V5:Monte,V5:Monte,1x9
V5:Monte,V1:RANDOM,V5:Monte,1x9
V5:Monte,V1:RANDOM,V1:RANDOM,2x9
V5:Monte,V1:RANDOM,V1:RANDOM,2x1
V5:Monte,V1:RANDOM,V5:Monte,3x3
V5:Monte,V1:RANDOM,V1:RANDOM,3x3
V5:Monte,V1:RANDOM,V5:Monte,3x3
V5:Monte,V1:RANDOM,V1:RANDOM,3x3
V5:Monte,V1:RANDOM,V1:RANDOM,3x3
V5:Monte,V1:RANDOM,V1:RANDOM,3x3
V1:RANDOM,V1:RANDOM,V1:RANDOM,7x3
V1:RANDOM,V1:RANDOM,V1:RANDOM,7x3
V1:RANDOM,V5:Monte,V5:Monte,4x4
V1:RANDOM,V5:Monte,V1:RANDOM,4x4
V1:RANDOM,V5:Monte,V1:RANDOM,4x4
V1:RANDOM,V5:Monte,V5:Monte,4x4
V1:RANDOM,V5:Monte,V1:RANDOM,3x3
V1:RANDOM,V5:Monte,V1:RANDOM,3x3
V1:RANDOM,V1:RANDOM,V1:RANDOM,3x3
V1:RANDOM,V1:RANDOM,V1:RANDOM,3x3
V1:RANDOM,V1:RANDOM,V1:RANDOM,3x3
V1:RANDOM,V1:RANDOM,V1:RANDOM,3x3
V1:RANDOM,V1:RANDOM,V1:RANDOM,3x3
V1:RANDOM,V1:RANDOM,V1:RANDOM,3x3
V1:RANDOM,V1:RANDOM,V1:RANDOM,3x3
V1:RANDOM,V1:RANDOM,V1:RANDOM,3x3
V1:RANDOM,V1:RANDOM,V1:RANDOM,3x3
V1:RANDOM,V1:RANDOM,V1:RANDOM,3x3
V1:RANDOM,V1:RANDOM,V1:RANDOM,3x3
V1:RANDOM,V1:RANDOM,V1:RANDOM,3x3
V1:RANDOM,V1:RANDOM,V1:RANDOM,3x3
V1:RANDOM,V1:RANDOM,V1:RANDOM,3x3
V1:RANDOM,V1:RANDOM,V1:RANDOM,3x3
V1:RANDOM,V1:RANDOM,V1:RANDOM,3x3
V1:RANDOM,V1:RANDOM,V1:RANDOM,3x3
V1:RANDOM,V1:RANDOM,V1:RANDOM,3x3
V1:RANDOM,V1:RANDOM,V1:RANDOM,3x3
V1:RANDOM,V1:RANDOM,V1:RANDOM,3x3
V1:RANDOM,V3:HEURISTIC,V3:HEURISTIC,3x3
V1:RANDOM,V3:HEURISTIC,V1:RANDOM,3x3
V1:RANDOM,V3:HEURISTIC,V3:HEURISTIC,3x3
V1:RANDOM,V3:HEURISTIC,V3:HEURISTIC,3x3
V1:RANDOM,V3:HEURISTIC,V1:RANDOM,3x3
V1:RANDOM,V3:HEURISTIC,V1:RANDOM,3x3
V1:RANDOM,V3:HEURISTIC,V1:RANDOM,3x3
V1:RANDOM,V3:HEURISTIC,V3:HEURISTIC,3x3
V1:RANDOM,V3:HEURISTIC,V3:HEURISTIC,3x3
V1:RANDOM,V3:HEURISTIC,V3:HEURISTIC,3x3
V1:RANDOM,V3:HEURISTIC,V3:HEURISTIC,3x3
V1:RANDOM,V3:HEURISTIC,V3:HEURISTIC,3x3
V1:RANDOM,V3:HEURISTIC,V1:RANDOM,3x3
V1:RANDOM,V3:HEURISTIC,V3:HEURISTIC,3x3
V1:RANDOM,V3:HEURISTIC,V3:HEURISTIC,3x3
V1:RANDOM,V3:HEURISTIC,V3:HEURISTIC,3x3
V1:RANDOM,V3:HEURISTIC,V1:RANDOM,3x3
V1:RANDOM,V3:HEURISTIC,V3:HEURISTIC,3x3
V1:RANDOM,V3:HEURISTIC,V3:HEURISTIC,3x3
V1:RANDOM,V3:HEURISTIC,V3:HEURISTIC,3x3
V1:RANDOM,V5:Monte,V5:Monte,3x4
V1:RANDOM,V5:Monte,V5:Monte,3x4
V1:RANDOM,V5:Monte,V1:RANDOM,4x3
V1:RANDOM,V5:Monte,V1:RANDOM,4x3
V1:RANDOM,V5:Monte,V1:RANDOM,3x4
V1:RANDOM,V5:Monte,V5:Monte,3x4
V1:RANDOM,V5:Monte,V5:Monte,4x3
V1:RANDOM,V5:Monte,V1:RANDOM,4x3
V1:RANDOM,V5:Monte,V1:RANDOM,3x3
V5:Monte,V5:Monte,V5:Monte,3x4
V5:Monte,V5:Monte,V5:Monte,4x3
V1:RANDOM,V5:Monte,V1:RANDOM,3x3
V1:RANDOM,V5:Monte,V1:RANDOM,3x3
V1:RANDOM,V5:Monte,V5:Monte,3x3
V1:RANDOM,V5:Monte,V5:Monte,3x3
V1:RANDOM,V5:Monte,V5:Monte,3x3
V1:RANDOM,V3:HEURISTIC,V3:HEURISTIC,3x3
V1:RANDOM,V3:HEURISTIC,V3:HEURISTIC,3x3
V5:Monte,V3:HEURISTIC,V3:HEURISTIC,3x4
V5:Monte,V3:HEURISTIC,V3:HEURISTIC,4x3
V5:Monte,V3:HEURISTIC,V3:HEURISTIC,3x4
V5:Monte,V3:HEURISTIC,V3:HEURISTIC,4x3
V5:Monte,V3:HEURISTIC,V3:HEURISTIC,3x4
V5:Monte,V3:HEURISTIC,V3:HEURISTIC,4x3
V5:Monte,V3:HEURISTIC,V3:HEURISTIC,3x4
V5:Monte,V3:HEURISTIC,V3:HEURISTIC,4x3
V5:Monte,V3:HEURISTIC,V3:HEURISTIC,3x4
V5:Monte,V3:HEURISTIC,V3:HEURISTIC,4x3
V5:Monte,V3:HEURISTIC,V3:HEURISTIC,3x4
V5:Monte,V3:HEURISTIC,V3:HEURISTIC,4x3
V1:RANDOM,V5:Monte,V5:Monte,3x3
V1:RANDOM,V5:Monte,V1:RANDOM,3x3
V1:RANDOM,V5:Monte,V1:RANDOM,3x3
V1:RANDOM,V5:Monte,V1:RANDOM,3x3
V1:RANDOM,V5:Monte,V5:Monte,3x3
V1:RANDOM,V5:Monte,V5:Monte,3x3
V1:RANDOM,V5:Monte,V5:Monte,3x3
V1:RANDOM,V5:Monte,V5:Monte,3x3
V1:RANDOM,V5:Monte,V1:RANDOM,3x3
